"SubjectID","ProblemID","StartOrder","FirstCorrect","EverCorrect","UsedHint","Attempts"
"S535","intToFloat",124,TRUE,TRUE,FALSE,1
"S535","leftoverCandy",125,TRUE,TRUE,FALSE,1
"S535","findRoot",126,TRUE,TRUE,FALSE,1
"S535","howManyEggCartons",127,FALSE,TRUE,FALSE,8
"S535","kthDigit",135,FALSE,FALSE,TRUE,85
"S535","nearestBusStop",251,FALSE,TRUE,FALSE,2
"S535","overNineThousand",254,TRUE,TRUE,FALSE,1
"S535","hasTwoDigits",255,TRUE,TRUE,FALSE,1
"S535","canDrinkAlcohol",257,TRUE,TRUE,FALSE,1
"S535","isEvenPositiveInt",261,FALSE,TRUE,FALSE,14
"S535","oneToN",283,FALSE,TRUE,TRUE,11
"S535","backwardsCombine",1534,FALSE,TRUE,FALSE,2
"S535","firstAndLast",1536,FALSE,TRUE,FALSE,2
"S535","isPunctuation",1538,TRUE,TRUE,FALSE,1
"S535","singlePigLatin",1543,FALSE,TRUE,FALSE,4
"S537","helloWorld",861,FALSE,TRUE,TRUE,6
"S537","doubleX",871,FALSE,TRUE,TRUE,3
"S537","raiseToPower",875,FALSE,TRUE,FALSE,2
"S537","convertToDegrees",877,FALSE,TRUE,FALSE,3
"S537","findRoot",880,FALSE,FALSE,FALSE,1
"S537","intToFloat",881,TRUE,TRUE,FALSE,1
"S537","leftoverCandy",882,TRUE,TRUE,FALSE,1
"S537","howManyEggCartons",883,TRUE,TRUE,FALSE,1
"S537","kthDigit",884,FALSE,TRUE,TRUE,7
"S537","oneToN",896,FALSE,TRUE,TRUE,11
"S537","nearestBusStop",1372,FALSE,FALSE,FALSE,1
"S537","overNineThousand",1640,FALSE,TRUE,FALSE,2
"S537","hasTwoDigits",1642,FALSE,TRUE,FALSE,2
"S537","canDrinkAlcohol",1644,TRUE,TRUE,FALSE,1
"S537","isEvenPositiveInt",1645,FALSE,TRUE,FALSE,7
"S537","backwardsCombine",2150,TRUE,TRUE,FALSE,1
"S537","firstAndLast",2151,TRUE,TRUE,FALSE,1
"S537","singlePigLatin",2234,TRUE,TRUE,FALSE,1
"S537","isPunctuation",2235,FALSE,TRUE,FALSE,6
"S539","helloWorld",1068,TRUE,TRUE,FALSE,1
"S539","doubleX",1069,TRUE,TRUE,FALSE,1
"S539","raiseToPower",1070,TRUE,TRUE,FALSE,1
"S539","convertToDegrees",1071,TRUE,TRUE,FALSE,1
"S539","findRoot",1072,FALSE,TRUE,FALSE,2
"S539","intToFloat",1074,TRUE,TRUE,FALSE,1
"S539","leftoverCandy",1075,TRUE,TRUE,FALSE,1
"S539","howManyEggCartons",1076,FALSE,TRUE,FALSE,2
"S539","kthDigit",1078,FALSE,TRUE,TRUE,6
"S539","nearestBusStop",1085,FALSE,TRUE,FALSE,6
"S539","overNineThousand",1091,TRUE,TRUE,FALSE,1
"S539","hasTwoDigits",1093,FALSE,TRUE,TRUE,3
"S539","canDrinkAlcohol",1100,FALSE,TRUE,FALSE,6
"S539","isEvenPositiveInt",1106,FALSE,FALSE,TRUE,13
"S540","canDrinkAlcohol",3031,TRUE,TRUE,FALSE,1
"S546","helloWorld",2961,TRUE,TRUE,FALSE,1
"S546","doubleX",2963,TRUE,TRUE,FALSE,1
"S546","raiseToPower",2964,TRUE,TRUE,FALSE,1
"S546","convertToDegrees",2965,TRUE,TRUE,FALSE,1
"S546","findRoot",2966,TRUE,TRUE,FALSE,1
"S586","helloWorld",547,TRUE,TRUE,FALSE,1
"S586","doubleX",548,TRUE,TRUE,FALSE,1
"S586","raiseToPower",549,TRUE,TRUE,FALSE,1
"S586","convertToDegrees",550,TRUE,TRUE,FALSE,1
"S586","findRoot",551,FALSE,FALSE,FALSE,1
"S586","intToFloat",552,TRUE,TRUE,FALSE,1
"S586","leftoverCandy",553,TRUE,TRUE,FALSE,1
"S586","howManyEggCartons",554,TRUE,TRUE,FALSE,1
"S586","kthDigit",555,FALSE,TRUE,FALSE,9
"S586","nearestBusStop",564,FALSE,TRUE,FALSE,16
"S586","overNineThousand",580,TRUE,TRUE,FALSE,1
"S586","hasTwoDigits",581,FALSE,TRUE,FALSE,4
"S586","canDrinkAlcohol",588,TRUE,TRUE,FALSE,1
"S586","isEvenPositiveInt",589,FALSE,TRUE,FALSE,3
"S586","oneToN",608,FALSE,FALSE,FALSE,49
"S587","helloWorld",9,FALSE,TRUE,FALSE,2
"S588","helloWorld",824,FALSE,FALSE,FALSE,5
"S592","helloWorld",661,TRUE,TRUE,FALSE,1
"S592","doubleX",662,TRUE,TRUE,FALSE,1
"S592","raiseToPower",663,TRUE,TRUE,FALSE,1
"S592","convertToDegrees",664,TRUE,TRUE,FALSE,1
"S592","findRoot",665,TRUE,TRUE,FALSE,1
"S592","intToFloat",667,TRUE,TRUE,FALSE,1
"S592","leftoverCandy",669,TRUE,TRUE,FALSE,1
"S592","howManyEggCartons",671,FALSE,TRUE,TRUE,4
"S592","kthDigit",677,FALSE,TRUE,FALSE,4
"S592","nearestBusStop",696,FALSE,TRUE,FALSE,4
"S602","helloWorld",34,FALSE,TRUE,FALSE,3
"S602","doubleX",40,TRUE,TRUE,FALSE,1
"S602","raiseToPower",44,TRUE,TRUE,FALSE,1
"S602","convertToDegrees",45,FALSE,FALSE,FALSE,1
"S602","findRoot",50,TRUE,TRUE,FALSE,1
"S602","intToFloat",52,TRUE,TRUE,FALSE,1
"S602","leftoverCandy",53,TRUE,TRUE,FALSE,1
"S602","howManyEggCartons",58,FALSE,TRUE,FALSE,2
"S602","kthDigit",71,FALSE,TRUE,FALSE,3
"S602","nearestBusStop",74,TRUE,TRUE,FALSE,1
"S602","overNineThousand",75,TRUE,TRUE,FALSE,1
"S602","hasTwoDigits",76,TRUE,TRUE,FALSE,1
"S608","helloWorld",23,TRUE,TRUE,FALSE,1
"S608","doubleX",24,TRUE,TRUE,FALSE,1
"S608","raiseToPower",26,TRUE,TRUE,FALSE,1
"S608","convertToDegrees",27,FALSE,TRUE,FALSE,3
"S608","findRoot",30,TRUE,TRUE,FALSE,1
"S608","intToFloat",31,TRUE,TRUE,FALSE,1
"S608","leftoverCandy",32,TRUE,TRUE,FALSE,1
"S608","howManyEggCartons",33,FALSE,TRUE,FALSE,3
"S608","kthDigit",39,FALSE,TRUE,FALSE,5
"S608","nearestBusStop",47,FALSE,FALSE,FALSE,1
"S608","overNineThousand",48,TRUE,TRUE,FALSE,1
"S608","hasTwoDigits",49,FALSE,FALSE,FALSE,7
"S652","helloWorld",666,FALSE,TRUE,FALSE,2
"S654","helloWorld",688,FALSE,TRUE,TRUE,3
"S654","doubleX",695,TRUE,TRUE,FALSE,1
"S654","raiseToPower",697,TRUE,TRUE,FALSE,1
"S654","convertToDegrees",699,TRUE,TRUE,FALSE,1
"S654","findRoot",703,TRUE,TRUE,FALSE,1
"S654","intToFloat",706,TRUE,TRUE,FALSE,1
"S654","leftoverCandy",707,TRUE,TRUE,FALSE,1
"S654","howManyEggCartons",708,TRUE,TRUE,FALSE,1
"S654","kthDigit",711,FALSE,TRUE,TRUE,3
"S654","nearestBusStop",732,FALSE,TRUE,TRUE,10
"S658","helloWorld",316,TRUE,TRUE,FALSE,1
"S658","doubleX",317,TRUE,TRUE,FALSE,1
"S658","raiseToPower",321,TRUE,TRUE,FALSE,1
"S658","oneToN",324,TRUE,TRUE,FALSE,1
"S658","canDrinkAlcohol",388,TRUE,TRUE,FALSE,1
"S659","helloWorld",98,FALSE,FALSE,FALSE,5
"S665","helloWorld",490,TRUE,TRUE,FALSE,1
"S683","helloWorld",590,FALSE,TRUE,FALSE,6
"S683","doubleX",599,TRUE,TRUE,FALSE,1
"S683","raiseToPower",600,TRUE,TRUE,FALSE,1
"S683","convertToDegrees",601,TRUE,TRUE,FALSE,1
"S683","findRoot",602,FALSE,FALSE,FALSE,1
"S683","intToFloat",604,TRUE,TRUE,FALSE,1
"S683","leftoverCandy",794,TRUE,TRUE,FALSE,1
"S683","howManyEggCartons",795,FALSE,TRUE,FALSE,2
"S683","kthDigit",797,TRUE,TRUE,FALSE,1
"S683","overNineThousand",798,TRUE,TRUE,FALSE,1
"S683","nearestBusStop",799,TRUE,TRUE,FALSE,1
"S683","hasTwoDigits",800,TRUE,TRUE,FALSE,1
"S683","canDrinkAlcohol",801,TRUE,TRUE,FALSE,1
"S683","isEvenPositiveInt",802,FALSE,TRUE,FALSE,3
"S683","oneToN",808,TRUE,TRUE,FALSE,1
"S683","backwardsCombine",816,TRUE,TRUE,FALSE,1
"S683","firstAndLast",817,TRUE,TRUE,FALSE,1
"S683","isPunctuation",818,TRUE,TRUE,FALSE,1
"S683","singlePigLatin",820,TRUE,TRUE,FALSE,1
"S707","oneToN",16,TRUE,TRUE,FALSE,1
"S720","leftoverCandy",843,TRUE,TRUE,FALSE,1
"S720","doubleX",844,TRUE,TRUE,FALSE,1
"S720","overNineThousand",845,FALSE,TRUE,FALSE,2
"S749","helloWorld",755,FALSE,TRUE,FALSE,7
"S749","doubleX",762,TRUE,TRUE,FALSE,1
"S749","raiseToPower",764,TRUE,TRUE,FALSE,1
"S749","convertToDegrees",765,TRUE,TRUE,FALSE,1
"S749","findRoot",766,TRUE,TRUE,FALSE,1
"S749","intToFloat",767,TRUE,TRUE,FALSE,1
"S749","leftoverCandy",768,TRUE,TRUE,FALSE,1
"S749","howManyEggCartons",770,FALSE,TRUE,FALSE,2
"S749","kthDigit",772,FALSE,TRUE,FALSE,9
"S749","nearestBusStop",785,FALSE,TRUE,FALSE,2
"S749","overNineThousand",941,TRUE,TRUE,FALSE,1
"S749","hasTwoDigits",942,TRUE,TRUE,FALSE,1
"S761","helloWorld",465,FALSE,TRUE,FALSE,4
"S761","doubleX",469,TRUE,TRUE,FALSE,1
"S761","raiseToPower",1364,TRUE,TRUE,FALSE,1
"S761","singlePigLatin",1366,TRUE,TRUE,FALSE,1
"S763","helloWorld",914,FALSE,FALSE,TRUE,5
"S773","helloWorld",2967,TRUE,TRUE,FALSE,1
"S773","doubleX",2968,TRUE,TRUE,FALSE,1
"S773","raiseToPower",2969,TRUE,TRUE,FALSE,1
"S773","convertToDegrees",2970,TRUE,TRUE,FALSE,1
"S773","intToFloat",2971,TRUE,TRUE,FALSE,1
"S773","findRoot",2972,TRUE,TRUE,FALSE,1
"S773","leftoverCandy",2973,TRUE,TRUE,FALSE,1
"S773","howManyEggCartons",2974,FALSE,TRUE,FALSE,3
"S773","kthDigit",2976,FALSE,TRUE,FALSE,2
"S773","nearestBusStop",2979,FALSE,FALSE,TRUE,1
"SA","raiseToPower",2441,TRUE,TRUE,FALSE,1
"SA","helloWorld",2442,TRUE,TRUE,FALSE,1
"SA","doubleX",2443,TRUE,TRUE,FALSE,1
"SA","convertToDegrees",2444,TRUE,TRUE,FALSE,1
"SA","isPunctuation",2446,FALSE,TRUE,TRUE,9
"SA","findRoot",2462,TRUE,TRUE,FALSE,1
"SA","intToFloat",2463,TRUE,TRUE,FALSE,1
"SA","leftoverCandy",2464,TRUE,TRUE,FALSE,1
"SA","howManyEggCartons",2470,FALSE,TRUE,FALSE,2
"SA","kthDigit",2475,FALSE,FALSE,TRUE,10
"SA","nearestBusStop",2506,FALSE,TRUE,TRUE,5
"SA","backwardsCombine",2522,TRUE,TRUE,FALSE,1
"SA","firstAndLast",2523,FALSE,TRUE,TRUE,2
"SA","singlePigLatin",2534,FALSE,TRUE,TRUE,5
"SA","overNineThousand",2554,TRUE,TRUE,FALSE,1
"SA","hasTwoDigits",2556,FALSE,TRUE,TRUE,12
"SA","canDrinkAlcohol",2596,FALSE,TRUE,FALSE,11
"SA","isEvenPositiveInt",2609,FALSE,TRUE,FALSE,5
"SA","oneToN",2616,FALSE,TRUE,TRUE,13
